,fluxes
ASO3tex_1,-9.088382360777793
ASO4rt2rpp,0.0
ASO4t4pp,0.0
ASP3H,0.0
ASPCT,10.0396298305376
ASPK,6.114792313677468
ASPT,0.0
ASPTA,-31.548236244369953
ASPabc,0.0
ASPabcpp,0.0
ASPt2_3pp,0.0
ATHRDHr,0.0
ATPHs,0.0
ATPPRT,0.0
ATPS4rpp,962.3556810470086
BALAt2pp,0.0
BALAt2r,0.0
BALAtex,0.0
BEF,0.0
BETALDHx,0.0
BETALDHy,0.0
BHBtpp,0.0
BMNMSHS,0.0
BMNt,0.0
BPNT,0.0
BPNT2,0.0
BTDD_RR,0.0
BTDt_RR,0.0
BTS2,-3.18541812367272
BTS3r,3.18541812367272
BUTCT,0.0
BUTt2rpp,0.0
BUTt4pp,0.0
BUTtex,0.0
BZt,0.0
BZt1pp,0.0
BZtex,0.0
CA2abcpp,0.17991342217236542
CA2tex,0.17991342217236542
CAT,5.031377074676419
CATpp,0.0
CBPS,0.0
CD2abc1,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2t4pp,0.0
CD2tex,0.0
CD2tpp,0.0
CDAPPA140,0.0
CDAPPA160,0.0
CDAPPA160190,0.0
CDAPPA161,0.0
CDAPPA180,0.0
CDAPPA181,0.0
CDAPPA190,0.0
CDPMEK,38.049701273264134
CGLYabcpp,0.0
CHLabc,0.0
CHLabc_rev,0.0
CHLabcpp,0.0
CHLt2,0.0
CHLt2pp,0.0
CHLt3pp,0.0
CHOLD,0.0
CHORM,0.0
CHORS,0.003456549897643768
CIGAMS,0.0
CMCBTFL,0.0
CMCBTFU,0.0
CMCBTFtex,0.0
CMCBTFtpp,0.0
CMCMSAD,0.0
CMHMI,0.0
CO2t,-42.09154629611146
CO2tex,-957.9084537038885
CO2tpp,0.0
COBALT2abcpp,0.0
COBALT2t3pp,0.0
COBALTt4pp,0.0
COBALTt5,-0.003456549897643908
COabc,0.0
CPPPGO,0.0
CPPPGO2,0.0
CRESOLtex,0.0
CRO4abcpp,0.0
CRO4t3pp,0.0
CS,0.0
CSND,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CTPS1,5.548626723192882
CTPS2,0.0
CU1Opp,0.0
CU2abcpp,0.0
CU2t4pp,0.0
CUabcpp,0.0
CUtex,0.0
CYANST,0.0
CYANt2pp,0.0
CYANtex,0.0
CYO1b,0.0
CYSS,0.0
CYSTL,0.0
CYSabc,0.0
CYSabc2pp,0.0
CYStex,0.0
CYTBD,0.0
CYTBD2,0.0
CYTBD2pp,1000.0
CYTB_B2,0.0
CYTDH,0.0
CYTK1,38.049701273264134
CYTK2,0.0
Clt,0.17991342217236542
Cobalt2abcppI,0.0
Cuabc,0.024506938774295307
Cut1,0.0
DAAD,0.0
DAAD2,0.0
DAAD4,0.0
DAAD5,0.0
DAAD7,0.0
DAAD8,0.0
DABAAT2,0.0
DACL,0.023124318815237743
DADA,0.0
DADK,0.0
DAGK161,0.0
DAGLIPA160ex,61.49902219262782
DAGLIPA180ex,0.0
DAGLIPA181d9ex,0.0
DAGLIPA182d9d12ex,0.0
DALAt2r,6.913099795287816
DALAtex,0.0
DAPAT,0.0
DAPDC,0.0
DAPE,3.456549897643908
DARBabcpp,0.0
DARBt3ipp,0.0
DASYN140,0.0
DASYN160,0.0
DASYN160190,0.0
DASYN161,0.0
DASYN180,0.0
DASYN181,0.0
DASYN190190,0.0
DB4PS,0.03083242508698366
DCAtex,0.0
DCPDPS,0.0
DCTPD,0.0
DCTPD2,0.0
DDPA,0.0
DGK1,0.0
DHACOAH,0.0
DHAD1,14.626805677867914
DHAD2,0.0
DHAK,0.0
DHAPT,0.0
DHCINDO,0.0
DHDPRy,3.456549897643908
DHDPS,3.456549897643908
DHEDAA,0.0
DHFR,0.023124318815237743
DHFS,0.023124318815237743
DHNAOT,0.003456549897643768
DHNPA2r,0.023124318815237743
DHNPA_1,0.0
DHORD2,0.0
DHORDi,10.0396298305376
DHORTS,-10.0396298305376
DHPACCOAHIT,0.0
DHPDO,0.0
DHPPDA,0.01541621254349183
DHPPDA2,0.0
DHPS2,0.023124318815237743
DHPTDCs2,0.0
DHPt,0.003456549897643768
DHQS,0.0
DHQTi,0.0
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc12,0.0
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc3,0.0
DIPEPabc8,0.0
DLYSAD,0.0
DLYSOXGAT,0.0
DMALRED,23.028224259119163
DMATT,3.4600064475415517
DMPPS,3.4600064475415517
DNADDP,0.0
DNMPPA,0.023124318815237743
DNTPPA,0.023124318815237743
DPCOAK,0.01990972741042891
DPPS,0.0
DPR,0.0
DRBK,0.9044408462175049
DRIBabc,0.9044408462175049
DRIBtex_1,0.0
DRPA,0.0
DSERDHr,0.0
DTBTST,0.0
DTMPK,0.9044408462175049
DURIPP_1,0.0
DUTPDP,0.0
DXPRIi,38.049701273264134
DXPS,38.049701273264134
D_LACt2pp,0.0
D_LACtex,0.0
ECOAH1,0.0
ECOAH12,0.0
ECOAH14,0.0
ECOAH15,0.0
ECOAH16,0.0
ECOAH17,0.0
ECOAH18,0.0
ECOAH19,0.0
ECOAH2,0.0
ECOAH20,0.0
ECOAH21,0.0
ECOAH22,0.0
ECOAH23,0.0
ECOAH24,0.0
ECOAH26,0.0
ECOAH27,0.0
ECOAH28,0.0
ECOAH3,0.0
ECOAH31,0.0
ECOAH36,0.0
ECOAH37,0.0
ECOAH38,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
ECOAH8,0.0
ECOAH9ir,0.0
ENO,1000.0
F1PP,0.0
F6PP,0.0
FA141ACPHi,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE181,0.0
FACOAE60,0.0
FACOAE80,0.0
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160,0.0
FACOAL160t2pp,0.0
FACOAL161,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FACOALT60t2pp,0.0
FADMQOR,0.0
FALDtpp,0.0
FALDtpp2,0.0
FAO1,0.0
FAO10,0.0
FAO11,0.0
FAO2,0.0
FAO3,0.0
FAS100,0.0
FAS120,0.0
FAS140,0.0
FAS160,0.0
FAS161,0.0
FAS180,0.0
FAS181,0.0
FAS80_L,0.0
FBA,523.368800589498
FBACS,0.0
FBACabcpp,0.0
FBP,0.0
FCLT,0.0
FCLT2,0.0
FCOAH2,0.0
FDH,0.0
FDH4pp,0.0
FDH4pp_1,0.0
FDH5pp,0.0
FDH5pp_1,0.0
FDH5r2pp,957.9084537038885
FDMOtau,0.0
FE2Gabcpp,0.0
FE2abc,0.2321073256267884
FE2abcpp,0.0
FE2t3pp,0.0
FE2t4pp,0.0
FE2tex,0.0
FE3DCITabc,0.0
FE3Gabcpp,0.0
FE3PYOVDL2,0.0
FE3abc,0.0
FE3t,0.26988741600803634
FEDCabc,0.0
FEROpp,0.0
FETRANS,0.0
FFSD,0.0
FGFT,0.0
FGLU,0.0
FMNAT,0.007708106271745915
FMNRx,0.0
FMNRx2,0.0
FOLD3,0.0
FOMETRi,0.0
FORAMD,0.0
FORMCOAL,0.0
FORt,-6.982472751733529
FORt2,0.0
FORtex,957.9084537038885
FPRA,0.0
FRD2rpp,29.030799680369494
FRTT,3.456549897643908
FRUK,0.0
FRUpts,0.0
FRUpts2,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFCL,0.0
FTHFLi,0.0
FUM,36.09242742475886
FUMt2_3pp,0.0
FUMt2r,0.0
G1PACT,6.913099795287816
G1PP,0.0
G1SAT,0.0
G3PD1ir,0.0
G3PD5,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PT,0.0
G5SADs,0.0
G5SD,0.0
G5SD2,0.0
G6PDH2r,0.0
G6PP,0.0
GALKr,0.0
GALS3,0.0
GALT,0.0
GALUi,0.0
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAMpts,6.913099795287816
GAPD,1000.0
GAPP,0.0
GARFT,0.0
GART,0.0
GCALDD,0.023124318815237743
GCCa,0.0
GCCb,0.0
GCCc,0.0
GCDH,-88.68399953801304
GDPDPK,0.0
GDPMNP,0.0
GDPTPDP,0.0
GF6PTA,0.0
GHMT2r,10.584215027827971
GK1,8.407297185041326
GK2,0.0
GLCNt2r,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCOAS,0.0
GLCP3,0.0
GLCS3_1,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabc,0.0
GLCabcpp,0.0
GLCpts,0.0
GLCt2pp,0.0
GLCtex,0.0
GLGC,0.0
GLNS,0.0
GLNabc,0.0
GLNabcpp,0.0
GLNtex,0.0
GLU5K,0.0
GLUDy,-33.92644873941015
GLUN,0.0
GLUPRT,0.0
GLUR,-3.43342557882867
GLUTCOADHc,88.68399953801304
GLUTRR,0.0
GLUTRS,0.0
GLUTRS_3,0.0
GLUabc,0.0
GLUabcpp,0.0
GLUt2r,10.1498015976086
GLUt4,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCL,0.0
GLYALDDr,0.0
GLYALDt,0.0
GLYBabc,0.0
GLYBabcpp,0.0
GLYBt2r,0.0
GLYBt3pp,0.0
GLYBtex,0.0
GLYC3Pabc,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,0.0
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2r,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCL_2,10.56879881528448
GLYCS_I,0.0
GLYCS_II,0.0
GLYCTO1,0.023124318815237743
GLYCTO3,0.0
GLYCYSAP,0.0
GLYCYSabc,0.0
GLYCt,0.0
GLYDHDA,-0.023124318815237743
GLYGLNabcpp,0.0
GLYGLNtex,0.0
GLYGLNtr,0.0
GLYGLUabcpp,0.0
GLYGLUtex,0.0
GLYGLYCNc,0.0
GLYGLYGLNtr,0.0
GLYGLYabcpp,0.0
GLYGLYtex,0.0
GLYK,0.0
GLYLEUAP,0.0
GLYLEUtr,0.0
GLYMETabcpp,0.0
GLYMETtex,0.0
GLYMETtr,0.0
GLYOX,0.0
GLYOX_1,0.0
GLYPHEAP,0.0
GLYPHEHYc,0.0
GLYPHEabcpp,0.0
GLYPHEtex,0.0
GLYPHEtr,0.0
GLYSERabcpp,0.0
GLYSERtex,0.0
GLYTYRAP,0.0
GLYTYRabc,0.0
GLYabc,0.0
GLYabcpp,0.0
GLYt4,0.0
GLYtpp,0.0
GMPS2,0.0
GND,0.0
GNK,0.0
GNKr,0.0
GNP,0.0
GOX,0.0
GPDDA2,0.0
GRTT,3.4600064475415517
GRXR,0.9338560858464546
GTHOr,0.9338560858464546
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDt2_1,0.0
GTPCI,0.023124318815237743
GTPCII,0.01541621254349183
GTPCII2,0.0
GTPDPK,0.0
GTPH1,0.0
GTPHs,0.0
GUAPRT,8.407297185041326
GUAt2r,8.407297185041326
H2CO3D,0.0
H2CO3D2,0.0
H2O2tex,0.0
H2Ot,-993.9381680438765
H2Otex,0.0
H2Otpp,0.0
H2St1,0.5271757076391608
HACD1,0.0
HACD10i,0.0
HACD11i,0.0
HACD12i,0.0
HACD13i,0.0
HACD14i,0.0
HACD15i,0.0
HACD16i,0.0
HACD17i,0.0
HACD18i,0.0
HACD19i,0.0
HACD1i,0.0
HACD2,0.0
HACD21i,0.0
HACD22i,0.0
HACD23i,0.0
HACD26i,0.0
HACD2i,0.0
HACD3,0.0
HACD31i,0.0
HACD32i,0.0
HACD33i,0.0
HACD3i,0.0
HACD4,0.0
HACD4i,0.0
HACD5,0.0
HACD5i,0.0
HACD6,0.0
HACD6i,0.0
HACD7,0.0
HACD7i,0.0
HACD8,0.0
HACD8i,0.0
HACD9,0.0
HACOADr,0.0
HADPCOADH,0.0
HADPCOADH3,0.0
HAT40tex,0.0
HAT40tpp,0.0
HATBH,0.0
HBCHLR,0.0
HBRCH,0.0
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,0.0
HCYSMT,0.0
HCYSMT2,2.661698965931203
HDCAtexi,0.0
HEMEOS,0.0
HEX1,217.1670547769627
HEX4,0.0
HEX7,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tppi,0.0
HHDDI,0.0
HIBD,0.0
HISDr,0.0
HISGLYabcpp,0.0
HISGLYtex,0.0
HISHISabcpp,1.6373331210149429
HISHIStex,1.6373331210149429
HISTD,0.0
HISTP,0.0
HISabc,0.0
HKNTDH,0.0
HKtpp,0.0
HMBS,0.0
HMEDR,0.0
HMEDS,0.0
HMGCOAS,0.0
HMGL_2,0.0
HMPK1,0.0
HMPPtr,0.0
HMR_9610,0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPACt2r,0.0
HPPK,0.0
HPPK2,0.023124318815237743
HPROb,0.0
HPROx,0.0
HPYRP,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,-2.658242416033559
HSERTA,2.658242416033559
HSK,0.0
HSTPT,0.0
HVCD,0.0
HXANt2r,7.061627744389365
HXAtex,0.0
HXCT,0.0
HXPRT,7.061627744389365
HYD2,0.0
HYPOE,0.0
IBTMr,0.0
ICDHyr,0.0
ICHORS,0.003456549897643768
IG3PS,0.0
IGPDH,0.0
IGPS,0.0
ILETA,0.0
ILEabc,0.0
ILEabcpp,0.0
ILEt2r,10.04227985212587
ILEtex,0.0
IMPC,0.0
IMPD,0.0
IND3ACtex,0.0
IND3ACtpp,0.0
INDPYRD,0.0
INOSTO,0.0
INOST_Et,0.0
INSH,0.0
INSTabc,0.0
INSTt2,0.0
IPDDI,0.0
IPDPS,34.58969482572259
IPDPUDCT,3.456549897643908
IPMD,0.0
IPPMIa,0.0
IPPMIb,0.0
IPPS,0.0
IVCS,0.0
IZPN,0.0
KARA1,-14.626805677867914
KARA2,0.0
KAS13,0.0
KAS17,0.0
KAS2,0.0
KAS7,0.0
KAS8,0.0
KAT19,0.0
KAT21,0.0
KAT22,0.0
KAT23,0.0
KGD2,0.0
Kabc,0.0
Kabcpp,0.0
Kt2pp,0.0
Kt2r,6.746943441708074
Kt3pp,0.0
Kt3r,0.0
LACLt2,-953.7802533657523
LACZpp,0.0
LALALGLUtex,0.0
LALGP,0.0
LCADi,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
LDH_D2,0.0
LDH_L,-953.7802533657523
LEULEULAPc,0.0
LEULEUabcpp,0.0
LEULEUtex,0.0
LEUTA,0.0
LEUabc,0.0
LEUabcpp,0.0
LEUt2r,15.572828819354076
LEUt4rpp,0.0
LIPAMPL,0.0
LIPATPT_2,0.0
LIPOPBt,0.0
LSERDHr,0.0
LTHRK,0.0
LYSDC,0.0
LYSGLUGLYtr,0.0
LYSabc,0.0
LYSabcpp,0.0
LYSt2r,0.0
LYSt3r,0.0
LYSt5r,11.86153119425381
LYStex,0.0
L_LACD,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACD3_1,0.0
L_LACt2r,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
M1PD,0.0
MACCOAT,0.0
MAGLIPA160ex,61.49902219262782
MAGLIPA180ex,0.0
MAGLIPA181d9ex,0.0
MAGLIPA182d9d12ex,0.0
MAK,0.0
MALTHPabc,72.38901825898756
MALTT,0.0
MALTabc,0.0
MALt2_3pp,0.0
MALt2r,0.0
MALt4,0.0
MALt5,0.0
MAN1PT,0.0
MAN1PT2,0.0
MAN1Pt6,34.00605637550552
MAN6PI,34.00605637550552
MANpts,0.0
MCBTS3,0.0
MCD,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCSNAH,0.9044408462175049
MCSNtex,0.9044408462175049
MCSNtpp,0.9044408462175049
MCTP1App,0.0
MDDCP4pp,0.0
MDDEP2pp,0.0
MDDEP3pp,0.0
MDH,0.0
MDH2,0.0
MDH3,13.064203165639697
MDH3_1,0.0
MECDPDH_syn,38.049701273264134
MECDPS,38.049701273264134
MELIBt2pp,0.0
MELIBt3ipp,0.0
MEPCT,38.049701273264134
METAT,0.011164656169389822
METDabc,0.0
METS,0.0
METSOX1abc,0.0
METSOX2abc,0.0
METSOXR1,0.0
METSOXR2,0.0
METabc,0.0
METabcpp,0.0
METtex,0.0
MFUMt8,0.0
MGSA,0.0
MGt5,-0.29985570362060904
MHPGLUT,0.0
MI1PP,0.0
MI1PS,0.0
MICITDr,0.0
MLDCP1App,0.0
MLTG1,72.38901825898756
MLTG2,72.38901825898756
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTP1,72.38901825898756
MLTP2,144.77803651797512
MLTP3,72.38901825898756
MMCD,0.0
MMETt2pp,2.661698965931203
MMETtex,2.661698965931203
MMSAD1,0.0
MMSDHir,0.0
MN2t3pp,0.0
MN6PP,0.0
MNLpts,0.0
MNabc,0.023884759792719406
MNabc_1,0.0
MNabc_rev,0.0
MNt2pp,0.0
MOBDabc,0.0
MOBDabc_rev,0.0
MOHMT,0.0
MPTG,0.0
MSHAMID,0.0
MSHS,0.0
MS_1,0.0
MTAM_1,0.0
MTHFC,0.007708106271745915
MTHFD,0.007708106271745915
MTHFR2,0.0
MTHFR3,0.0
MTHTHFSs,0.0
MTI,0.0
MYCTR,0.0
MYCTR2,0.0
Mn2t,0.0
N2Otex,0.0
NABTNO,0.0
NADDP,0.0
NADH5,0.0
NADHHR,0.0
NADHPO,0.0
NADHXD,0.0
NADHXE,0.0
NADK,0.015450778042467412
NADPHHR,0.0
NADPHQR2,0.0
NADPHXD,0.0
NADPHXE,0.0
NADS1,0.0
NAPRT,0.0
NARK,0.0
NAabc,0.0
NAabcO,0.0
NAt,0.0
NAt3_1,0.0
NAt3_2,0.0
NDPK1,16.373365775648196
NDPK2,17.442753182981477
NDPK3,37.115845187417676
NDPK4,0.9044408462175049
NDPK5,0.0
NDPK6,0.0
NDPK7,0.9338560858464546
NDPK8,0.0
NH3c,10.0396298305376
NH4t,0.0
NH4tex,0.0
NH4tpp,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2t4pp,0.0
NI2tex,0.0
NI2uabcpp,0.0
NIabc,0.0
NMNAT,0.0787402066683228
NMNDA,0.0
NMNHYD,0.0
NMNP,0.0787402066683228
NMO,0.0
NNAM,0.0
NNATr,0.0
NO2t2r,0.0
NO2t2rpp,0.0
NO3R1,0.0
NO3R2,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NORZpp,0.0
NOtex,0.0
NOtpp,0.0
NP1,0.0
NP1_1,0.0
NPHS,0.003456549897643768
NTD1,0.0
NTD2,0.0
NTD4,0.0
NTD5,0.0
NTD7,0.0
NTD9,0.0
NTP1,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O2tex,505.0313770746764
O2tpp,505.0313770746764
OAADCS,4.544191180388896
OBTFL,0.0
OCBT,-10.0396298305376
OCTAtex,0.0
OCTDPS,0.003456549897643768
OHEDH,0.0
OIVD1r,0.0
OIVD3,0.0
OMCDC,0.0
OMPDC,10.0396298305376
OP4ENH,0.0
OPETDC,0.0
OPTCCL,0.0
ORN5O,0.0
ORNCD_1,10.0396298305376
ORNR,0.0
ORNTAC,0.0
ORNabcpp,0.0
ORNt,0.0
ORNtex,0.0
ORPT,-10.0396298305376
OXCOAHDH,0.0
OXDHCOAT,0.0
OXGDC,0.0
OXPTNDH,0.0
P5CD,2.3987534543008584
P5CR,0.0
P5CRx,0.0
PA161abcpp,0.0
PACALDtex,0.0
PACALtabcpp,0.0
PACCOAE,0.0
PACCOAL,0.0
PACOAT,0.0
PANTS,0.0
PAPA161pp,0.0
PAPPT3,3.456549897643908
PAPSR,0.0
PC,0.0
PCNO,114.11097725143306
PDBL_3,0.0
PDBL_4,0.007708106271745915
PDC,-14.626805677867914
PDE1,0.0
PDH,0.0
PDHa,0.0
PDHbr,0.0
PDHcr,0.0
PDXPP,0.0
PE120abcpp,0.0
PE141abcpp,0.0
PE161abcpp,0.0
PEAMNO,0.0
PEAMNtex,0.0
PEAt,0.0
PEAtabcpp,0.0
PEPCK_re,0.0
PFK,523.368800589498
PFL,6.913099795287816
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,-6.913099795287816
PGCD,0.0
PGI,506.72312781291294
PGK,-1000.0
PGL,0.0
PGM,-1000.0
PGMT,289.55607303595025
PHACOAOR,0.0
PHCD,0.0
PHCHGS,0.0
