,fluxes
AMMQT8,0.007504769119959263
AMMQT8_2,0.0
AMPMS,0.0
AMPMS2,0.016735635137509104
AMPN,0.0
AMPTASECG,0.0
AMPTASEPG,0.0
ANHGMtex,0.0
ANPRT,0.0
ANS,0.0
AP4AH,0.0
AP4AS,0.0
APENTAMAH,0.0
APH181,0.0
APRAUR,0.0
APSR,0.0
APTNAT,0.0
ARABRr,81.17824060380273
ARBabcpp,0.0
ARBt2r,81.17824060380273
ARBt3ipp,0.0
ARGabc,0.0
ARGabcpp,0.0
ARGDr,0.0
ARGN,0.0
ARGORNt7pp,0.0
ARGSL,0.0
ARGSS,0.0
ARGt3pp,0.0
ARGt5r,22.198506675309883
ASAD,-7.50476911995926
ASNN,0.0
ASNS1,0.0
ASNt2rpp,18.090621202117777
ASNtex,18.090621202117777
ASO3t4pp,0.0
ASO3tex,0.0
ASO4rt2rpp,0.0
ASO4t4pp,0.0
ASO4tex,0.0
ASPabc,0.0
ASPabcpp,0.0
ASPCT,0.0
ASPK,7.50476911995926
ASPT,0.0
ASPt2_2,25.59539032207704
ASPt2_2pp,0.0
ASPt2_3,0.0
ASPt2_3pp,0.0
ASPTA,0.0
ASPtex,0.0
ASR2,0.0
ATPHs,0.0
ATPPRT,0.0
ATPS4rpp,1000.0
BALAt2r,1.6301797047446234e-13
BETALDHx,0.0
BETALDHy,0.0
BMNMSHS,0.0
BMNt,0.0
BPNT,0.0
BTS2,0.0
BTS3r,0.0
BTS5,0.0
BUTt2rpp,0.0
BUTt4pp,0.0
C100SN,0.0
CAT23DOX,0.0
CATECHOLtex,0.0
CATECHOLtpp,0.0
CBPS,0.0
CD2abc1,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2t4pp,0.0
CD2tex,0.0
CD2tpp,0.0
CDAPPA141,0.0
CDAPPA160190,0.0
CDAPPA190,0.0
CDP4D6DGLCRx,0.0
CDPABEQS,0.0
CDPGLC46DH,0.0
CDPMEK,82.61249847251158
CGLYabcpp,0.0
CGLYtex,0.0
CHLabc,0.0
CHLabcpp,0.0
CHLt2,0.0
CHLt2pp,0.0
CHLtex,0.0
CHOLD,0.0
CHORM,0.0
CHORS,0.007504769119959263
CHRPL,0.0
CIGAMS,0.0
CITt14,0.3906232326938793
CLPNH120pp,0.0
CLPNH140pp,0.0
CLPNH141pp,0.0
CLPNH160pp,1.8193259864537627e-31
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.0
CLPNS120pp,3.238076713263686e-32
CLPNS140pp,0.0
CLPNS141pp,0.0
CLPNS160pp,1.8193259864537627e-31
CLPNS161pp,0.0
CLPNS180pp,0.0
CLPNS181pp,0.0
CLt3r_2,0.19531161634693964
CMCMSAD,0.0
CMPt6,22.86170312244076
CO2t,-1000.0
CO2tpp,0.0
COabc,0.0
COBALT2abcpp,0.0
Cobalt2abcppI,0.0
COBALT2t3pp,0.0
COBALT2tpp,0.0
COBALTt4pp,0.0
COBALTt5,-0.007504769119959262
CPMPS,0.0
CPPPGO,0.0
CRO4abcpp,0.0
CRO4t3pp,0.0
CS,0.0
CSND,0.0
CTECOAI6,3.8754313810847594e-16
CTECOAI7,-1.3333820513028404e-16
CTECOAI8,0.0
CU1Opp,0.013302203265127788
CU2abcpp,0.0
CU2tpp,0.05320881306051114
Cuabc,0.0
CUabcpp,0.0
Cut1,0.0
CUtex,0.053208813060511145
CYO1a,0.0
CYO1b,0.0
CYSabc2pp,0.0
CYSabcpp,0.0
CYSS,0.0
CYSTL,0.0
CYTBD,999.973395593469
CYTBD2,4.188059074688599e-13
CYTBD2pp,1000.0
CYTD,0.0
CYTDH,0.0
CYTDK1,0.0
CYTDK2,0.0
CYTK1,105.47420159495233
CYTK2,0.0
DAAD,0.0
DADK,0.0
DAGK140,0.0
DAGK160,0.0
DAGK161,0.0
DAGK180,0.0
DAGK181,0.0
DALAt2pp,0.0
DALAt2r,0.0
DAPDC,0.0
DAPE,7.504769119959262
DARBt2rpp,0.0
DARBt3ipp,0.0
DASYN120,0.0
DASYN140,0.0
DASYN141,0.0
DASYN160,0.0
DASYN160190,0.0
DASYN161,0.0
DASYN180,0.0
DASYN181,0.0
DASYN190190,0.0
DB4PS,0.0
DCAtex,0.0
DCPDPS,7.504769119959261
DCTPD,0.0
DCTPD2,10.814672492626118
DCYTD,1.9636978879285345
DCYTt2,1.963697887928535
DDCAt2pp,6.47615342652737e-32
DDGLCNt2r,0.0
DDPA,3.7564387829266683e-17
DGK1,0.0
DGNSK,0.0
DHACOAH,0.0
DHAD1,31.757331103402105
DHAD2,0.0
DHAPT,0.0
DHBD,0.0
DHBS,0.0
DHDPRy,7.504769119959262
DHDPS,7.504769119959261
DHEDAA,0.0
DHFR,2.0139047933410734
DHFS,0.0
DHNAOT,0.007504769119959263
DHNPA_1,0.0
DHNPA2r,0.0
DHORD2,0.0
DHORD3,0.0
DHORD5,0.0
DHORTS,0.0
DHPACCOAHIT,0.0
DHPDO,0.0
DHPPDA,0.0
DHPPDA2,0.0
DHPS2,0.0
DHPTDCs2,0.007504769119959263
DHQS,3.7564387829266683e-17
DHQTi,0.0
DIPEPabc15,0.0
D_LACt2,1000.0
D_LACt2pp,-1000.0
D_LACtex,-999.9999999999998
DMALRED,0.0
DMATT,7.512273889079221
DMPPS,7.512273889079221
DNMPPA,0.0
DNTPPA,0.0
DPCOAK,0.04322747013118981
DPPS,0.0
DPR,1.6301797047446234e-13
DRBK,0.0
DRIBabc,0.0
DRPA,0.0
DSERt2,0.0
DTMPK,1.9636978879285445
DURIK1,1.9636978879285343
DUTPDP,0.0
DXPRIi,82.61249847251158
DXPS,82.6292341076491
E4PD,0.0
EAR140x,0.0
ECOAH1,0.0
ECOAH1_2,0.0
ECOAH2,-2.796410441491068e-32
ECOAH3,-2.796410441491068e-32
ECOAH4,-2.7964104414910673e-32
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,1.3333820513028402e-16
ECOAH8,0.0
ECOAH9ir,0.0
ENO,1000.0
ENTCS,0.0
ETHAt,2.5420493297819207e-16
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FACOAE100,-2.796410441491068e-32
FACOAE120,0.0
FACOAE140,2.5420493297819207e-16
FACOAE141,-3.8754313810847594e-16
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE60,0.0
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160,0.0
FACOAL160t2pp,0.0
FACOAL161,-1.3333820513028402e-16
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADMQOR,0.0
FAO1,0.0
FAO2,0.0
FAO3,1.8825984787487554e-31
FAO4,2.796410441491067e-32
FAS100,0.0
FAS120,0.0
FAS140,-2.5420493297819207e-16
FAS160,0.0
FAS161,0.0
FAS180,0.0
FAS181,0.0
FAS80_L,0.0
FASC120ACP,0.0
FASC140ACP,0.0
FASC141ACP,0.0
FASC160ACP,0.0
FASC161ACP,0.0
FASC180ACP,0.0
FASC181ACP,0.0
FBA,380.27531395612027
FBP,0.0
FCLT,0.0
FCOAH2,0.0
FCOAHA,0.0
FDH,0.0
FDH2,0.0
FDH3,0.0
FDH4pp,0.0
FDH4pp_1,6.939447176910897e-13
FDH5pp,0.0
FDH5pp_1,0.0
FDH5r2pp,0.0
FDMOtau,0.0
FE2abc,0.5039452464052645
FE2abcpp,0.0
FE2Gabcpp,0.0
FE2t3pp,0.0
FE2t4pp,0.0
FE2tpp,0.0
FE3abc,0.0
FE3abcpp,0.0
FE3Gabcpp,0.0
FE3t,0.5859723728864192
FEDCabc,0.0
FEENTER2tpp,0.0
FEENTERabcpp,0.0
FEENTERR2,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEROpp,0.0
FERtex,0.0
FERtpp,0.0
FERULCOAS,0.0
FFSD,0.0
FGLU,0.0
FMNAT,0.01673563513750912
FMNRx,0.0
FMNRx2,0.0
FOLD3,0.0
FOLR2,0.05020690541252897
FOLt,0.050206905412528965
FOMETRi,0.0
FORAMD,0.0
FORMCOAL,0.0
FORt2,0.0
FORt3,15.043009510192812
FORtppi,0.0
FRD2rpp,1000.0
FRUK,0.0
FRUpts,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFCL,0.0
FTHFLi,0.0
FUM,1000.0000000000013
FUMt2_2,0.0
FUMt2_2pp,0.0
FUMt2_3,0.0
FUMt2_3pp,0.0
FUMt2r,0.0
FUMtex,0.0
G1PACT,15.009538239918525
G1PCTYT,0.0
G1PTT,0.0
G1SAT,0.0
G3PAT120,0.0
G3PAT141,0.0
G3PAT160,0.0
G3PAT180,0.0
G3PD1,-2.542049329781921e-16
G5SADs,0.0
G5SD,0.0
G5SD2,0.0
G6PDA,0.0
G6PDH2r,1000.0
GALabc,0.0
GALabcpp,0.0
GALBDtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT,0.0
GALt2,0.0
GALt2pp,0.0
GALUi,0.0
GAMpts,0.0
GAPD,1000.0
GARFT,0.016735635137509104
GART,0.0
GCALDD,0.0
GCCa,0.0
GCCb,0.0
GCCc,0.0
GDPDPK,0.0
GDPMNP,0.0
GDPTPDP,0.0
GF6PTA,15.0095382399185
GHBDHx,0.0
GHBDHy,0.0
GHMT2r,24.003853934807367
GK1,18.170021659407013
GLBRAN2,0.0
GLCAASE3,0.0
GLCabc,0.0
GLCabcpp,0.0
GLCNt2ir,0.0
GLCNt2r,1000.0
GLCNt2rpp,-1000.0
GLCNtex,-999.9999999999998
GLCOAS,0.0
GLCP,0.0
GLCP2,0.0
GLCpts,0.0
GLCS1,0.0
GLCt2,0.0
GLCt2pp,0.0
GLCtex,0.0
GLCURT,0.0
GLDBRAN2,0.0
GLGC,0.0
GLNabc,0.0
GLNS,34.8092955614158
GLU5K,0.0
GLUabc,0.0
GLUabcpp,0.0
GLUABUTt7pp,0.0
GLUDy,0.0
GLUN,0.0
GLUPRT,0.016735635137509107
GLUR,-7.504769119959262
GLUt2r,0.0
GLUt2rpp,0.0
GLUt4,46.62075148855186
GLUt4pp,0.0
GLUTCOADHc,0.0
GLUTRR,0.0
GLUTRS,0.0
GLXCL,0.0
GLXO1,0.0
GLYALDDr,0.0
GLYALDt,0.0
GLYBabc,0.0
GLYBt2r,0.0
GLYC3Pabc,0.0
GLYC3Ptex,-1.1635604035159732e-31
GLYCK,0.0
GLYCK2,-1.444154079476279e-13
GLYCL,0.0
GLYCL_2,21.98994914146613
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2r,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCt,2.143133657780131e-31
GLYCTO1,0.0
GLYCtpp,-2.1431336577801315e-31
GLYK,0.0
GLYOX,0.0
GLYOX_1,0.0
GLYt2r,0.0
GMPS2,0.0
GND,1000.0
GNK,0.0
GNKr,0.0
GPDDA2,-2.5420493297819207e-16
GRTT,7.5122738890792204
GRXR,0.0
GSNK,0.0
GTHOr,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTPCI,0.0
GTPCII,0.0
GTPCII2,0.0
GTPDPK,0.0
GTPH1,0.0
GTPHs,0.0
GUAPRT,18.170021659407013
GUAt2r,18.170021659407013
GUI1,0.0
H2CO3D,999.9999999999999
H2CO3TP,-1000.0
H2Ot,0.0
H2Otex,0.0
H2Otpp,0.026604406530255316
H2St,0.0
HACD1,0.0
HACD1_2,0.0
HACD2,-2.796410441491067e-32
HACD3,-2.796410441491068e-32
HACD4,-2.796410441491068e-32
HACD5,0.0
HACD5i,0.0
HACD6,0.0
HACD6i,0.0
HACD7,1.3333820513028397e-16
HACD8,0.0
HACD9,0.0
HADPCOADH3,0.0
HCINNMt2r,1000.0
HCINNMt2rpp,-1000.0
HCINNMtex,-999.9999999999998
HCO3E,0.0
HCYSMT,0.0
HCYSMT2,0.007504769119959262
HDCAt2pp,0.0
HDCEAtexi,-1.4791726014177196e-16
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HGt,0.0
HHDDI,0.0
HISabc,0.0
HISabcpp,0.0
HISDr,0.0
HISt2r,7.109868168867006
HISt2rpp,0.0
HISTD,0.0
HISTP,0.0
HKNDDH,0.0
HKtpp,0.0
HMBS,0.0
HMPK1,0.0
HMSH,0.0
HOPNTAL3,0.0
HPA3MO,0.0
HPAtex,0.0
HPPK,0.0
HPPK2,0.0
HPPPNDO,0.0
HPPPNt2r,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,-1.444154079476279e-13
HSDx,1000.0000000000001
HSDy,-1000.0
HSERTA,0.0
HSK,0.0
HSTPT,0.0
HXANt2r,0.0
HXPRT,0.0
HYD2,0.0
HYDFDN2r,0.0
HYPOE,0.0
I2FE2SR,0.0
I2FE2SS2,0.0
I2FE2ST,0.0
I4FE4SR,0.0
I4FE4ST,0.0
ICDHx,0.39062323269387933
ICDHyr,0.0
ICHORS,0.0075047691199592636
ICHORT,0.0
ICYSDS,0.0
ID3ACALDt,-92.86221194578539
IDOND,0.0
IDONt2r,77.13889511487389
IDONt2rpp,-77.13889511487388
IDONtex,-77.13889511487388
IG3PS,0.0
IGPDH,0.0
IGPS,0.0
ILEabc,0.0
ILEabcpp,0.0
ILEt2r,21.803530676526456
ILEt2rpp,0.0
ILETA,0.0
IMPC,0.0
IMPD,0.0
INDPYRD,-92.86221194578539
INOSTt4pp,0.0
INSH,0.0
INSt2,0.0
INSTabc,0.0
INSTt2,0.0
INSTtex,0.0
IOR2b,0.0
IORb,0.0
IPDDI,0.0
IPDPS,75.10022458343232
IPMD,0.0
IPPMIa,0.0
IPPMIb,0.0
IPPS,0.0
ITCY,0.0
IZPN,0.0
Kabc,0.0
Kabcpp,0.0
KARA1i,31.75733110340211
KARA2,0.0
KAS13,0.0
KAS14,0.0
KAS16,0.0
KAS17,0.0
KAS2,0.0
KAS7,0.0
KAS8,0.0
KAT1,0.0
KAT2,0.0
KAT3,0.0
KAT4,0.0
KAT5,0.0
KAT6,0.0
KAT7,0.0
Kt1,0.0
Kt2pp,0.0
Kt2r,14.648783988322098
Kt3pp,0.0
Kt3r,0.0
LACZpp,0.0
LCADi,0.0
LCARS,0.0
LCTSt,0.0
LCTSt3ipp,0.0
LDH_D1,0.0
LDH_L,0.0
LEUabc,0.0
LEUabcpp,0.0
LEUt2r,33.81131136384372
LEUt4rpp,0.0
LEUTA,0.0
LIPOCT,0.0
LIPOS,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACt2r,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
LPLIPAL1A120pp,3.2380767132636854e-32
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,9.096629932268813e-32
LPLIPAL1A180pp,-6.99102610372767e-33
LPLIPAL2E120,-2.5420493297819207e-16
LYSabc,0.0
LYSabcpp,0.0
LYSMO,0.0
LYSt3pp,0.0
LYSt5r,25.753440759743388
MACCOAT,0.0
MALt2_2,0.0
MALt2_2pp,0.0
MALt2_3,0.0
MALt2_3pp,0.0
MALt2r,-1000.0000000000013
MALt5,0.0
MALTabc,0.0
MALTHPabc,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MAN1PT,0.0
MAN1PT2,0.0
MAN1Pt6,751.0941685349461
MAN6PI,751.0941685349459
MANAO,0.0
MANpts,0.0
MCA,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,0.0
MCTP1App,0.0
MCTP1Bpp,0.0
MCTP2App,0.0
MDDCP1pp,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
MDDCP4pp,0.0
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH,0.0
MDH2,0.0
MDH3,0.0
MECDPDH2,0.0
MECDPDH4,82.61249847251158
MECDPS,82.61249847251158
MELIBt2pp,0.0
MELIBt3ipp,0.0
MEPCT,82.61249847251158
METabc,11.543010335718115
METAT,0.024240404257468404
METB1,0.0
METOX1s,0.0
METOX2s,0.0
METS,0.0
METS_1,0.0
METSOXR1,0.0
METSOXR2,0.0
MGSA,0.0
MGt5,-0.6510387211564657
MI1PP,0.0
MI1PS,0.0
MLDCP1Bpp,0.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY4pp,0.0
MMCD,0.0
MMETt2pp,0.007504769119959262
MMETtex,0.007504769119959262
MMSAD2,0.0
MN2t3pp,0.0
MN2tpp,0.0
MN6PP,0.0
MNabc,0.0
MNabc_1,0.0
MNNH,0.0
MNt2,0.05185795461891854
MNt2pp,0.0
MOADSUx,0.0
MOBDabc,0.0
MOCDS,0.0
MOCOS,0.0
MOHMT,0.0
MPTAT,0.0
MPTG,0.0
MPTG2,0.0
MPTS,0.0
MPTSS,0.0
MSHAMID,0.0
MSHS,0.0
MTAN,0.0
MTHFC,0.03347127027501825
MTHFD,0.0
MTHFD2i,0.03347127027501825
MTHFR3,0.0
MTHFR5,0.0
MTHTHFSs,0.0075047691199592636
MTI,0.0
MYCTR,0.0
MYCTR2,0.0
N2OR,0.0
N2Otpp,0.0
N2tex,0.0
N2trpp,0.0
NAabcO,0.0
NACODA,0.0
NADDP,0.0
NADFADOR,917.3875015274879
NADH10,0.0
NADH5,0.0
NADH6,780.1405273837793
NADH7,0.0
NADH8,0.0
NADH9,0.0
NADK,0.03354631796641001
NADPHQR2,219.83286820968894
NADS1,0.17095864055293558
NAMNPP,0.0
NAPRT,0.17095864055293558
NAt3_1,0.0
NAt3_15,23.31037574427691
NAt3_2,0.0
NAt3pp,0.0
NCAMUP,0.0
NDPK1,16.142458186267618
NDPK2,15.009538239918514
NDPK3,105.51742906508352
NDPK4,1.9636978879285445
NDPK5,2.027563473139391
NDPK6,1.0334165596314181e-14
NDPK7,0.0
NDPK8,0.0
NDPK9,0.0
NH3c,0.0
NH4OHDs,212.21143873008964
NH4t,-818.1772251656517
NH4tex,0.0
NH4tpp,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2t4pp,0.0
NI2uabcpp,0.0
NIT1b,0.0
NIT1b_1,0.0
NMNAT,0.0
NNAM,0.0
NNATr,0.17095864055293558
NO2t2r,862.3690581285318
NO3R1,0.0
NO3R2,0.0
NO3t7pp,0.0
NO3tex,0.0
NORZpp,0.0
NOt,0.0
NOtpp,0.0
NPHS,0.007504769119959263
NTD1,0.0
NTD2,0.0
NTD2pp,0.0
NTD4,0.0
NTD5,0.0
NTP1,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRARz,0.0
NTRIR2x,650.1576193984422
NTRIR3pp,0.0
NTRIR4pp,0.0
NTRIRx,0.0
NTRIRy,212.21143873008967
O2t,999.9999999999999
O2tpp,-0.01330220326512779
OACT,0.0
OAO5t3ex,0.0
OAO5t3pp,0.0
OBTFL,0.0
OCBT,0.0
OCDCAt2pp,0.0
OCDCEAtexi,0.0
OCOAT2r,0.0
OCTAtex,0.0
OCTDPS,0.007504769119959262
OCTNLL,0.0
OHEDH,0.0
OHPBAT,0.0
OMCDC,0.0
OMPDC,0.0
OOR2,1000.0
OP4ENH,0.0
OPTCCL,0.0
ORNabc,0.0
ORNabcpp,0.0
ORNt,0.0
ORNTAC,0.0
ORNtex,0.0
ORPT,0.0
OXADC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
OXGDC,0.007504769119498264
OXGDC2,0.0
OXPTNDH,0.0
P5CD,0.0
P5CR,917.3875015274875
P5CRx,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDt2rpp,-999.9999999999981
PACALDtex,-999.9999999999981
PACCOAE,0.0
PACCOAL,0.0
PACCOAL3,0.0
PACt2r,999.9999999999981
PANTS,1.6301797047446234e-13
PAPA140pp,0.0
PAPA160pp,1.2334706645532498e-31
PAPA161pp,0.0
PAPA180pp,-6.493169177956211e-33
PAPA181pp,0.0
PAPPT3,7.504769119959262
PAPSR,0.0
PC,0.0
PDE1,0.0
PDH,0.0
PDHa,0.0
PDHbr,0.0
PDHcr,-2.9653462448237597e-13
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.0
PE161abcpp,2.519725404261073e-16
PE180abcpp,0.0
PEPCK_re,0.0
PERD,0.0
PFK,380.2753139561202
PFL,15.009538239918705
PG120abcpp,3.2380767132636854e-32
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,-15.009538239918525
PGCD,0.0
PGI,-999.9999999999999
PGK,-1000.0000000000001
PGL,1000.0000000000001
PGM,-1000.0000000000001
PGM_1,0.0
PGMT,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,3.238076713263686e-32
PGPP140,0.0
PGPP141pp,0.0
PGPP160pp,0.0
PGPP161,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.0
PGPP181pp,0.0
PGSA120,3.2380767132636854e-32
PGSA140,0.0
PGSA141,0.0
PGSA160,0.0
PGSA161,0.0
PGSA180,0.0
PGSA181,0.0
PHACOAOR,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHEt2r,13.903710510092532
PHETA1,0.0
PIabc,0.0
PIt2r,-699.9518686992805
PIuabcpp,1.1685389727736878e-31
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,2.585417727308599e-47
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,-1.819325986453763e-31
PLIPA2A120pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,9.096629932268813e-32
PLIPA2A180pp,6.493169177956211e-33
PLPS,0.01673563513750914
PMANM,751.094168534946
PMDPHT,0.0
PMPK,0.016735635137509107
PNTK,0.04322747013118983
PNTOt2,0.043227470131123456
POX,0.0
PPA,264.97373513067043
PPA2,0.0
PPAKr,0.0
PPAt2pp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0
PPC,0.0
PPCDC,0.04322747013118981
PPCK,0.0
PPCOAC,0.0
PPCSCT,0.0
PPGKr,0.0
PPGPPDP,0.0
PPK2r,0.0
PPKr,0.0
PPNCL,0.04322747013118982
PPNCL2,0.0
PPNCL3,0.0
PPND,0.0
PPNDH,0.0
PPPGO,0.0
PRAGSr,0.016735635137509104
PRAIi,0.0
PRAIS,0.016735635137509104
PRAMPC,0.0
PRASCSi,0.0
PRATPP,0.0
PRFGS,0.016735635137509104
PRMICI,0.0
PROabc,0.0
PROabcpp,0.0
PROD2,917.3875015274878
PROGLYabcpp,0.0
PROGLYtex,0.0
PROt2r,16.589667378126027
PROt2rpp,0.0
PROt4,0.0
PROt4pp,0.0
PRPPS,33.69723887322282
PSCVT,0.0075047691199592636
PSD120,0.0
PSER_Dt6,0.0
PSERT,0.0
PSP_D,0.0
PSP_L,0.0
PSSA120,0.0
PTA2,0.0
PTAr,992.4952308800398
PTPATi,0.04322747013118982
PTRCabc,0.0
