,fluxes
AIRCr,0.0
AKGDa,917.3875015274888
AKGDb,917.3875015274888
AKGt2r,1000.0
AKP1,0.0
ALAabc,0.0
ALAALAabcpp,0.0
ALAALAD,0.0
ALAALAr,7.504769119959228
ALAR,15.009538239918456
ALAt2r,-814.4914883160083
ALAt4,0.0
ALATA_L,-875.5402334853758
ALCD2y,0.0
ALDD1,0.0
ALDD19xr,-1000.0
ALDD20x,0.0
ALDD2x,0.0
ALDD2y,0.0
ALDD31,0.0
ALDD3y,0.0
ALKP,0.0
ALR2,0.0
ALR3,0.0
AMALT1,0.0
AMALT2,0.0
AMALT3,0.0
AMALT4,0.0
AMANAPEr,0.0
AMANK,0.0
AMMQLT8,0.007504769119959228
AMMQT8,0.0
AMMQT8_2,0.0
AMPMS,0.016735635137509065
AMPMS2,0.0
AMPN,0.0
AMPTASECG,6.932830665327136
AMPTASEPG,0.0
ANHGMtex,0.0
ANPRT,0.0
ANS,0.0
AP4AH,0.0
AP4AS,0.0
APENTAMAH,0.0
APH181,0.0
APRAUR,0.0
APSR,0.0
APTNAT,0.0
ARABRr,0.0
ARBabcpp,0.0
ARBt2r,0.0
ARBt3ipp,0.0
ARGabc,0.0
ARGabcpp,0.0
ARGDr,0.0
ARGN,0.0
ARGORNt7pp,0.0
ARGSL,0.0
ARGSS,0.0
ARGt3pp,0.0
ARGt5r,22.198506675309787
ASAD,-7.504769119959228
ASNN,0.0
ASNS1,0.0
ASNt2rpp,18.090621202117703
ASNtex,18.090621202117703
ASO3t4pp,0.0
ASO3tex,0.0
ASO4rt2rpp,0.0
ASO4t4pp,0.0
ASO4tex,0.0
ASPabc,0.0
ASPabcpp,0.0
ASPCT,0.0
ASPK,7.504769119959228
ASPT,0.0
ASPt2_2,0.0
ASPt2_2pp,0.0
ASPt2_3,0.0
ASPt2_3pp,0.0
ASPTA,-25.595390322076927
ASPtex,0.0
ASR2,0.0
ATPHs,0.0
ATPPRT,0.0
ATPS4rpp,1000.0
BALAt2r,0.0
BETALDHx,0.0
BETALDHy,0.0
BMNMSHS,0.0
BMNt,0.0
BPNT,0.0
BTS2,0.0
BTS3r,0.0
BTS5,0.0
BUTt2rpp,0.0
BUTt4pp,0.0
C100SN,0.0
CAT23DOX,0.0
CATECHOLtex,0.0
CATECHOLtpp,0.0
CBPS,0.0
CD2abc1,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2t4pp,0.0
CD2tex,0.0
CD2tpp,0.0
CDAPPA141,0.0
CDAPPA160190,0.0
CDAPPA190,0.0
CDP4D6DGLCRx,0.0
CDPABEQS,0.0
CDPGLC46DH,0.0
CDPMEK,82.61249847251122
CGLYabcpp,0.0
CGLYtex,0.0
CHLabc,0.0
CHLabcpp,0.0
CHLt2,0.0
CHLt2pp,0.0
CHLtex,0.0
CHOLD,0.0
CHORM,0.0
CHORS,0.007504769119959228
CHRPL,0.0
CIGAMS,0.0
CITt14,0.3906232326938776
CLPNH120pp,0.0
CLPNH140pp,0.0
CLPNH141pp,0.0
CLPNH160pp,0.0
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.0
CLPNS120pp,0.0
CLPNS140pp,0.0
CLPNS141pp,0.0
CLPNS160pp,0.0
CLPNS161pp,0.0
CLPNS180pp,0.0
CLPNS181pp,0.0
CLt3r_2,0.1953116163469388
CMCMSAD,0.0
CMPt6,22.861703122440602
CO2t,-1000.0
CO2tpp,78.22147982506331
COabc,0.0
COBALT2abcpp,0.0
Cobalt2abcppI,0.0
COBALT2t3pp,0.0
COBALT2tpp,0.0
COBALTt4pp,0.0
COBALTt5,-0.007504769119959228
CPMPS,0.0
CPPPGO,0.0
CRO4abcpp,0.0
CRO4t3pp,0.0
CS,11.811455927138317
CSND,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CU1Opp,0.013302203265127726
CU2abcpp,0.0
CU2tpp,0.0532088130605109
Cuabc,0.0
CUabcpp,0.0
Cut1,0.0
CUtex,0.0532088130605109
CYO1a,999.9733955934697
CYO1b,999.9733955934697
CYSabc2pp,0.0
CYSabcpp,0.0
CYSS,0.0
CYSTL,0.0
CYTBD,0.0
CYTBD2,0.0
CYTBD2pp,1000.0
CYTD,0.0
CYTDH,0.0
CYTDK1,0.0
CYTDK2,0.0
CYTK1,105.4742015949518
CYTK2,0.0
DAAD,0.0
DADK,0.0
DAGK140,0.0
DAGK160,0.0
DAGK161,0.0
DAGK180,0.0
DAGK181,0.0
DALAt2pp,0.0
DALAt2r,0.0
DAPDC,0.0
DAPE,7.504769119959228
DARBt2rpp,0.0
DARBt3ipp,0.0
DASYN120,0.0
DASYN140,0.0
DASYN141,0.0
DASYN160,0.0
DASYN160190,0.0
DASYN161,0.0
DASYN180,0.0
DASYN181,0.0
DASYN190190,0.0
DB4PS,0.0
DCAtex,0.0
DCPDPS,7.504769119959228
DCTPD,0.0
DCTPD2,10.814672492626059
DCYTD,1.9636978879285356
DCYTt2,1.9636978879285356
DDCAt2pp,0.0
DDGLCNt2r,0.0
DDPA,0.0
DGK1,0.0
DGNSK,0.0
DHACOAH,0.0
DHAD1,0.0
DHAD2,0.0
DHAPT,0.0
DHBD,0.0
DHBS,0.0
DHDPRy,7.504769119959228
DHDPS,7.504769119959228
DHEDAA,0.0
DHFR,2.0139047933410614
DHFS,0.0
DHNAOT,0.007504769119959228
DHNPA_1,0.0
DHNPA2r,0.0
DHORD2,0.0
DHORD3,0.0
DHORD5,0.0
DHORTS,0.0
DHPACCOAHIT,0.0
DHPDO,0.0
DHPPDA,0.0
DHPPDA2,0.0
DHPS2,0.0
DHPTDCs2,0.007504769119959228
DHQS,0.0
DHQTi,0.0
DIPEPabc15,6.932830665327136
D_LACt2,1000.0
D_LACt2pp,-1000.0
D_LACtex,-1000.0
DMALRED,0.0
DMATT,7.512273889079187
DMPPS,7.512273889079187
DNMPPA,0.0
DNTPPA,0.0
DPCOAK,0.04322747013096461
DPPS,0.0
DPR,0.0
DRBK,0.0
DRIBabc,0.0
DRPA,0.0
DSERt2,0.0
DTMPK,1.9636978879285356
DURIK1,1.9636978879285356
DUTPDP,0.0
DXPRIi,82.61249847251122
DXPS,82.6292341076487
E4PD,0.0
EAR140x,0.0
ECOAH1,0.0
ECOAH1_2,0.0
ECOAH2,0.0
ECOAH3,0.0
ECOAH4,0.0
ECOAH5,0.0
ECOAH6,0.0
ECOAH7,0.0
ECOAH8,0.0
ECOAH9ir,0.0
ENO,1000.0
ENTCS,0.0
ETHAt,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.0
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,0.0
FACOAE161,0.0
FACOAE180,0.0
FACOAE60,0.0
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160,0.0
FACOAL160t2pp,0.0
FACOAL161,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADMQOR,0.0
FAO1,0.0
FAO2,0.0
FAO3,0.0
FAO4,0.0
FAS100,0.0
FAS120,0.0
FAS140,0.0
FAS160,0.0
FAS161,0.0
FAS180,0.0
FAS181,0.0
FAS80_L,0.0
FASC120ACP,0.0
FASC140ACP,0.0
FASC141ACP,0.0
FASC160ACP,0.0
FASC161ACP,0.0
FASC180ACP,0.0
FASC181ACP,0.0
FBA,380.2753139561201
FBP,0.0
FCLT,0.0
FCOAH2,0.0
FCOAHA,0.0
FDH,0.0
FDH2,0.0
FDH3,0.0
FDH4pp,0.0
FDH4pp_1,0.0
FDH5pp,0.0
FDH5pp_1,0.0
FDH5r2pp,78.22147982506331
FDMOtau,0.0
FE2abc,0.5039452464052623
FE2abcpp,0.0
FE2Gabcpp,0.0
FE2t3pp,0.0
FE2t4pp,0.0
FE2tpp,0.0
FE3abc,0.0
FE3abcpp,0.0
FE3Gabcpp,0.0
FE3t,0.5859723728864167
FEDCabc,0.0
FEENTER2tpp,0.0
FEENTERabcpp,0.0
FEENTERR2,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEROpp,0.0
FERtex,0.0
FERtpp,0.0
FERULCOAS,0.0
FFSD,0.0
FGLU,0.0
FMNAT,0.01673563513750907
FMNRx,0.0
FMNRx2,0.0
FOLD3,0.0
FOLR2,0.05020690541252574
FOLt,0.05020690541252574
FOMETRi,0.0
FORAMD,0.0
FORMCOAL,0.0
FORt2,51.36701438773153
FORt3,0.0
FORtppi,78.22147982506331
FRD2rpp,1000.0
FRUK,0.0
FRUpts,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFCL,0.0
FTHFLi,0.0
FUM,1000.0
FUMt2_2,0.0
FUMt2_2pp,0.0
FUMt2_3,0.0
FUMt2_3pp,0.0
FUMt2r,-1000.0
FUMtex,0.0
G1PACT,15.009538239918456
G1PCTYT,0.0
G1PTT,0.0
G1SAT,0.0
G3PAT120,0.0
G3PAT141,0.0
G3PAT160,0.0
G3PAT180,0.0
G3PD1,0.0
G5SADs,0.0
G5SD,0.0
G5SD2,0.0
G6PDA,0.0
G6PDH2r,999.9999999999995
GALabc,0.0
GALabcpp,0.0
GALBDtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT,0.0
GALt2,0.0
GALt2pp,0.0
GALUi,0.0
GAMpts,0.0
GAPD,1000.0
GARFT,0.016735635137509065
GART,0.0
GCALDD,0.0
GCCa,0.0
GCCb,0.0
GCCc,0.0
GDPDPK,0.0
GDPMNP,0.0
GDPTPDP,0.0
GF6PTA,15.009538239918454
GHBDHx,0.0
GHBDHy,0.0
GHMT2r,20.53743860214361
GK1,18.170021659406927
GLBRAN2,0.0
GLCAASE3,0.0
GLCabc,0.0
GLCabcpp,0.0
GLCNt2ir,0.0
GLCNt2r,1000.0
GLCNt2rpp,-1000.0
GLCNtex,-1000.0
GLCOAS,0.0
GLCP,0.0
GLCP2,0.0
GLCpts,0.0
GLCS1,0.0
GLCt2,0.0
GLCt2pp,0.0
GLCtex,0.0
GLCURT,0.0
GLDBRAN2,0.0
GLGC,0.0
GLNabc,34.809295561415674
GLNS,0.0
GLU5K,0.0
GLUabc,0.0
GLUabcpp,0.0
GLUABUTt7pp,0.0
GLUDy,-593.2947194884082
GLUN,0.0
GLUPRT,0.016735635137509065
GLUR,-7.504769119959228
GLUt2r,0.0
GLUt2rpp,0.0
GLUt4,0.0
GLUt4pp,0.0
GLUTCOADHc,0.0
GLUTRR,0.0
GLUTRS,0.0
GLXCL,0.0
GLXO1,0.0
GLYALDDr,0.0
GLYALDt,0.0
GLYBabc,0.0
GLYBt2r,0.0
GLYC3Pabc,0.0
GLYC3Ptex,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,0.0
GLYCL_2,18.523533808802554
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2r,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCt,0.0
GLYCTO1,0.0
GLYCtpp,0.0
GLYK,0.0
GLYOX,0.0
GLYOX_1,0.0
GLYt2r,0.0
GMPS2,0.0
GND,999.9999999999995
GNK,0.0
GNKr,0.0
GPDDA2,0.0
GRTT,7.512273889079187
GRXR,0.0
GSNK,0.0
GTHOr,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTPCI,0.0
GTPCII,0.0
GTPCII2,0.0
GTPDPK,0.0
GTPH1,0.0
GTPHs,0.0
GUAPRT,18.170021659406927
GUAt2r,18.170021659406927
GUI1,0.0
H2CO3D,482.1444797569651
H2CO3TP,-482.1444797569651
H2Ot,-686.7242152794815
H2Otex,-122.98621110334993
H2Otpp,0.0
H2St,0.0
HACD1,0.0
HACD1_2,0.0
HACD2,0.0
HACD3,0.0
HACD4,0.0
HACD5,0.0
HACD5i,0.0
HACD6,0.0
HACD6i,0.0
HACD7,0.0
HACD8,0.0
HACD9,0.0
HADPCOADH3,0.0
HCINNMt2r,1000.0
HCINNMt2rpp,-1000.0
HCINNMtex,-1000.0
HCO3E,0.0
HCYSMT,0.0
HCYSMT2,0.007504769119959228
HDCAt2pp,0.0
HDCEAtexi,0.0
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HGt,0.0
HHDDI,0.0
HISabc,0.0
HISabcpp,0.0
HISDr,0.0
HISt2r,7.109868168866975
HISt2rpp,0.0
HISTD,0.0
HISTP,0.0
HKNDDH,0.0
HKtpp,0.0
HMBS,0.0
HMPK1,0.0
HMSH,0.0
HOPNTAL3,0.0
HPA3MO,0.0
HPAtex,0.0
HPPK,0.0
HPPK2,0.0
HPPPNDO,0.0
HPPPNt2r,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDx,0.0
HSDy,0.0
HSERTA,0.0
HSK,0.0
HSTPT,0.0
HXANt2r,0.0
HXPRT,0.0
HYD2,0.0
HYDFDN2r,0.0
HYPOE,0.0
I2FE2SR,0.0
I2FE2SS2,0.0
I2FE2ST,0.0
I4FE4SR,0.0
I4FE4ST,0.0
ICDHx,0.0
ICDHyr,12.202079159832195
ICHORS,0.007504769119959228
ICHORT,0.0
ICYSDS,0.0
ID3ACALDt,-672.4597521702839
IDOND,0.0
IDONt2r,0.0
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,0.0
IGPDH,0.0
IGPS,0.0
ILEabc,0.0
ILEabcpp,0.0
ILEt2r,21.803530676526364
ILEt2rpp,0.0
ILETA,0.0
IMPC,0.0
IMPD,0.0
INDPYRD,-672.4597521702839
INOSTt4pp,0.0
INSH,0.0
INSt2,0.0
INSTabc,0.0
INSTt2,0.0
INSTtex,0.0
IOR2b,0.0
IORb,0.0
IPDDI,0.0
IPDPS,75.100224583432
IPMD,0.0
IPPMIa,0.0
IPPMIb,0.0
IPPS,0.0
ITCY,0.0
IZPN,0.0
Kabc,0.0
Kabcpp,0.0
KARA1i,0.0
KARA2,0.0
KAS13,0.0
KAS14,0.0
KAS16,0.0
KAS17,0.0
KAS2,0.0
KAS7,0.0
KAS8,0.0
KAT1,0.0
KAT2,0.0
KAT3,0.0
KAT4,0.0
KAT5,0.0
KAT6,0.0
KAT7,0.0
Kt1,0.0
Kt2pp,0.0
Kt2r,14.648783988322036
Kt3pp,0.0
Kt3r,0.0
LACZpp,0.0
LCADi,0.0
LCARS,0.0
LCTSt,0.0
LCTSt3ipp,0.0
LDH_D1,0.0
LDH_L,0.0
LEUabc,0.0
LEUabcpp,0.0
LEUt2r,33.81131136384352
LEUt4rpp,0.0
LEUTA,0.0
LIPOCT,0.0
LIPOS,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACt2r,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
LPLIPAL1A120pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL2E120,0.0
LYSabc,0.0
LYSabcpp,0.0
LYSMO,0.0
LYSt3pp,0.0
LYSt5r,25.753440759743274
MACCOAT,0.0
MALt2_2,0.0
MALt2_2pp,0.0
MALt2_3,0.0
MALt2_3pp,0.0
MALt2r,-962.5931537507847
MALt5,0.0
MALTabc,0.0
MALTHPabc,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MAN1PT,0.0
MAN1PT2,0.0
MAN1Pt6,751.0941685349462
MAN6PI,751.0941685349462
MANAO,0.0
MANpts,0.0
MCA,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,0.0
MCTP1App,0.0
MCTP1Bpp,0.0
MCTP2App,0.0
MDDCP1pp,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
MDDCP4pp,0.0
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH,0.0
MDH2,0.0
MDH3,37.40684624921524
MECDPDH2,0.0
MECDPDH4,82.61249847251122
MECDPS,82.61249847251122
MELIBt2pp,0.0
MELIBt3ipp,0.0
MEPCT,82.61249847251122
METabc,11.543010335718067
METAT,0.024240404257468293
METB1,0.0
METOX1s,0.0
METOX2s,0.0
METS,0.0
METS_1,0.0
METSOXR1,0.0
METSOXR2,0.0
MGSA,0.0
MGt5,-0.6510387211564629
MI1PP,0.0
MI1PS,0.0
MLDCP1Bpp,0.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY4pp,0.0
MMCD,0.0
MMETt2pp,0.007504769119959228
MMETtex,0.007504769119959228
MMSAD2,0.0
MN2t3pp,0.0
MN2tpp,0.0
MN6PP,0.0
MNabc,0.0
MNabc_1,0.0
MNNH,0.0
MNt2,0.05185795461891831
MNt2pp,0.0
MOADSUx,0.0
MOBDabc,0.0
MOCDS,0.0
MOCOS,0.0
MOHMT,0.0
MPTAT,0.0
MPTG,0.0
MPTG2,0.0
MPTS,0.0
MPTSS,0.0
MSHAMID,0.0
MSHS,0.0
MTAN,0.0
MTHFC,0.033471270275015286
MTHFD,0.0
MTHFD2i,0.033471270275015286
MTHFR3,0.0
MTHFR5,0.0
MTHTHFSs,0.007504769119959228
MTI,0.0
MYCTR,0.0
MYCTR2,0.0
N2OR,0.0
N2Otpp,0.0
N2tex,0.0
N2trpp,0.0
NAabcO,0.0
NACODA,0.0
NADDP,0.0
NADFADOR,0.0
NADH10,0.0
NADH5,0.0
NADH6,130.2908873193608
NADH7,0.0
NADH8,0.007504769119959228
NADH9,0.0
NADK,0.0335463179662237
NADPHQR2,0.0
NADS1,0.17095864055267945
NAMNPP,0.0
NAPRT,0.17095864055267945
NAt3_1,0.0
NAt3_15,8.294833689062944
NAt3_2,0.0
NAt3pp,0.0
NCAMUP,0.17095864055267945
NDPK1,16.142458186267543
NDPK2,15.009538239918456
NDPK3,103.48986559194338
NDPK4,1.9636978879285356
NDPK5,2.0275634731393826
NDPK6,0.0
NDPK7,2.0275634731393826
NDPK8,0.0
NDPK9,0.0
NH3c,0.0
NH4OHDs,435.24140723753453
NH4t,-126.34351047861136
NH4tex,0.0
NH4tpp,61.47980334840984
NI2abcpp,0.0
NI2t3pp,0.0
NI2t4pp,0.0
NI2uabcpp,0.0
NIT1b,0.0
NIT1b_1,0.0
NMNAT,0.0
NNAM,0.17095864055267945
NNATr,0.17095864055267945
NO2t2r,663.9035900468576
NO3R1,61.47980334840984
NO3R2,0.0
NO3t7pp,61.47980334840984
NO3tex,61.47980334840984
NORZpp,0.0
NOt,0.0
NOtpp,0.0
NPHS,0.007504769119959228
NTD1,0.0
NTD2,0.0
NTD2pp,0.0
NTD4,0.0
NTD5,0.0
NTP1,0.0
NTP10,0.0
NTP3,0.0
NTP5,0.0
NTPP1,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRARz,0.0
NTRIR2x,228.66218280932313
NTRIR3pp,22.937027990316984
NTRIR4pp,38.542775358092854
NTRIRx,0.0
NTRIRy,435.24140723753453
O2t,1000.0
O2tpp,-0.013302203265127726
OACT,0.0
OAO5t3ex,0.0
OAO5t3pp,0.0
OBTFL,0.0
OCBT,0.0
OCDCAt2pp,0.0
OCDCEAtexi,0.0
OCOAT2r,0.0
OCTAtex,0.0
OCTDPS,0.007504769119959228
OCTNLL,0.0
OHEDH,0.0
OHPBAT,0.0
OMCDC,0.0
OMPDC,0.0
OOR2,82.61249847251122
OP4ENH,0.0
OPTCCL,0.0
ORNabc,0.0
ORNabcpp,0.0
ORNt,0.0
ORNTAC,0.0
ORNtex,0.0
ORPT,0.0
OXADC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
OXGDC,0.0
OXGDC2,0.007504769119545878
OXPTNDH,0.0
P5CD,0.0
P5CR,0.0
P5CRx,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDt2rpp,-1000.0
PACALDtex,-1000.0
PACCOAE,0.0
PACCOAL,0.0
PACCOAL3,0.0
PACt2r,1000.0
PANTS,0.0
PAPA140pp,0.0
PAPA160pp,0.0
PAPA161pp,0.0
PAPA180pp,0.0
PAPA181pp,0.0
PAPPT3,7.504769119959228
PAPSR,0.0
PC,0.0
PDE1,0.0
PDH,0.0
PDHa,0.0
PDHbr,0.0
PDHcr,917.3875015274888
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.0
PE161abcpp,0.0
PE180abcpp,0.0
PEPCK_re,0.0
PERD,0.0
PFK,380.2753139561201
PFL,26.820994167056774
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,-15.009538239918456
PGCD,0.0
PGI,-999.9999999999995
PGK,-1000.0
PGL,1000.0
PGM,-1000.0
PGM_1,0.0
PGMT,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP140,0.0
PGPP141pp,0.0
PGPP160pp,0.0
PGPP161,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.0
PGPP181pp,0.0
PGSA120,0.0
PGSA140,0.0
PGSA141,0.0
PGSA160,0.0
PGSA161,0.0
PGSA180,0.0
PGSA181,0.0
PHACOAOR,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHEt2r,13.903710510092472
PHETA1,0.0
PIabc,0.0
PIt2r,-699.9518686992981
PIuabcpp,0.0
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA2A120pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,0.0
PLIPA2A180pp,0.0
PLPS,0.01673563513750907
PMANM,751.0941685349462
PMDPHT,0.0
PMPK,0.016735635137509065
PNTK,0.04322747013096461
PNTOt2,0.04322747013096461
POX,0.0
PPA,264.9737351306699
PPA2,0.0
PPAKr,0.0
PPAt2pp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0
PPC,0.0
PPCDC,0.04322747013096461
PPCK,0.0
PPCOAC,0.0
PPCSCT,0.0
PPGKr,0.0
PPGPPDP,0.0
PPK2r,0.0
PPKr,0.0
PPNCL,0.04322747013096461
PPNCL2,0.0
PPNCL3,0.0
PPND,0.0
PPNDH,0.0
PPPGO,0.0
PRAGSr,0.016735635137509065
PRAIi,0.0
PRAIS,0.016735635137509065
PRAMPC,0.0
PRASCSi,0.0
PRATPP,0.0
PRFGS,0.016735635137509065
PRMICI,0.0
PROabc,0.0
PROabcpp,0.0
PROD2,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROt2r,0.0
PROt2rpp,0.0
PROt4,16.58966737812589
PROt4pp,0.0
PRPPS,33.69723887322401
PSCVT,0.007504769119959228
PSD120,0.0
PSER_Dt6,0.0
PSERT,0.0
PSP_D,0.0
PSP_L,0.0
PSSA120,0.0
PTA2,0.0
PTAr,992.4952308800408
PTPATi,0.04322747013096461
PTRCabc,0.0
PTRCabcpp,0.0
PTRCTA,0.0
PTRCtex,0.0
PUTA3,0.0
PYDAMK,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXPP,0.0
PYK,992.4877261109207
PYRDC,0.0
PYRt2rpp,0.0
PYRt4pp,0.0
QRr,999.9733955934697
RAFFINt2,0.0
RAFH,0.0
RBFK,0.01673563513750907
RBFSa,0.0
RBFSb,0.0
RBK,0.0
REPHACCOAI,0.0
RHCCE,0.007504769119959228
RIBabc,0.0
RIBabc1,0.0
RIBabcpp,0.0
RIBtex,0.0
RNDR1,0.0
RNDR1b,0.0
RNDR2,2.0275634731393826
RNDR2b,0.0
RNDR3,2.0275634731393826
RNDR3b,0.0
RNDR4,0.0
RNDR4b,0.0
RNTR1,1.9636978879285356
RNTR2,0.0
RNTR3,0.0
RNTR4,0.0
RPE,644.1906836610921
RPI,-355.8093163389075
S2FE2SR,0.0
S2FE2SS2,0.0
S2FE2ST,0.0
S4FE4SR,0.0
S4FE4ST,0.0
SADT,0.0
SADT2,0.0
SALCHS4abcpp,0.0
SALCHS4FEabcpp,0.0
SALCHS4FER2,0.0
SALCHS4FEtonex,0.0
SALCHS4tex,0.0
SCYSDS,0.0
SDPDS,7.504769119959228
